time,action,category,source,target
2026-07-22 10:32:09,copied,立足岗位做贡献,D:\DingTalkDownload\党员先锋岗打分表(1).xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\党员先锋岗打分表(1).xlsx
2026-07-22 10:32:09,copied,立足岗位做贡献,D:\DingTalkDownload\附件2：党员先锋岗申报表-创新冯云霞.xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\附件2：党员先锋岗申报表-创新冯云霞.xlsx
2026-07-22 10:32:09,copied,立足岗位做贡献,D:\DingTalkDownload\附件2：党员先锋岗申报表-创新马孟超.xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\附件2：党员先锋岗申报表-创新马孟超.xlsx
2026-07-22 10:32:09,copied,立足岗位做贡献,D:\DingTalkDownload\党员先锋岗打分表.xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\党员先锋岗打分表.xlsx
2026-07-22 10:32:09,copied,立足岗位做贡献,D:\DingTalkDownload\党员先锋岗打分表.机动通信局第二季度xlsx.xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\党员先锋岗打分表.机动通信局第二季度xlsx.xlsx
2026-07-22 10:32:09,copied,待归档,D:\DingTalkDownload\扫描全能王 2026-07-21 16.24.pdf,E:\sl_obsidian\200督导考核岗\999待归档\2026-07\扫描全能王 2026-07-21 16.24.pdf
2026-07-22 10:32:09,copied,立足岗位做贡献,D:\DingTalkDownload\【附件】附件2：综服王杰-党员先锋岗申报表.xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\【附件】附件2：综服王杰-党员先锋岗申报表.xlsx
2026-07-22 10:32:09,copied,立足岗位做贡献,D:\DingTalkDownload\【附件】附件2：综服马艳丽-党员先锋岗申报表.xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\【附件】附件2：综服马艳丽-党员先锋岗申报表.xlsx
2026-07-22 10:32:09,copied,立足岗位做贡献,D:\DingTalkDownload\综服党员先锋岗打分表2026年二季度.xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\综服党员先锋岗打分表2026年二季度.xlsx
2026-07-22 10:32:09,copied,微巡查/考核检查,D:\DingTalkDownload\孟州微巡察推动会.pptx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\211党建责任制考核评价\3.考核组织实施\孟州微巡察推动会.pptx
2026-07-22 10:32:09,copied,立足岗位做贡献,D:\DingTalkDownload\办公室党支部二季度党员先锋岗\2026.7.21_办公室党支部党员先锋岗考核表 -.xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\2026.7.21_办公室党支部党员先锋岗考核表 -.xlsx
2026-07-22 10:32:09,copied,立足岗位做贡献,D:\DingTalkDownload\办公室党支部二季度党员先锋岗\2026.7.21_办公室党支部二季度先锋岗考核表.JPG,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\2026.7.21_办公室党支部二季度先锋岗考核表.JPG
2026-07-22 10:32:09,copied,立足岗位做贡献,D:\DingTalkDownload\办公室党支部二季度党员先锋岗\2026.4.10_附件2：党员先锋岗申报表_王永旗.xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\2026.4.10_附件2：党员先锋岗申报表_王永旗.xlsx
2026-07-22 10:32:09,copied,立足岗位做贡献,D:\DingTalkDownload\办公室党支部二季度党员先锋岗\2026.4.10_附件2：党员先锋岗申报表_余新生.xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\2026.4.10_附件2：党员先锋岗申报表_余新生.xlsx
2026-07-22 10:32:09,copied,立足岗位做贡献,D:\DingTalkDownload\办公室党支部二季度党员先锋岗\2026.4.10_办公室党支部二季度党员先锋岗_王永旗.JPG,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\2026.4.10_办公室党支部二季度党员先锋岗_王永旗.JPG
2026-07-22 10:32:09,copied,立足岗位做贡献,D:\DingTalkDownload\办公室党支部二季度党员先锋岗\2026.4.10_办公室党支部二季度党员先锋岗_余新生.JPG,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\2026.4.10_办公室党支部二季度党员先锋岗_余新生.JPG
2026-07-22 10:32:09,copied,主题教育和集中教育,D:\DingTalkDownload\学习教育查摆问题整改整治情况征询意见表.xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\212主题教育和党内集中教育落实\学习教育查摆问题整改整治情况征询意见表.xlsx
2026-07-22 10:32:09,copied,党员发展,D:\DingTalkDownload\关于丁恩宏同志党员发展手续有关情况的证明(1).docx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\219党员发展工作\关于丁恩宏同志党员发展手续有关情况的证明(1).docx
2026-07-22 10:32:09,copied,立足岗位做贡献,D:\DingTalkDownload\2026年二季度党员先锋岗打分表(博爱).xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\2026年二季度党员先锋岗打分表(博爱).xlsx
2026-07-22 10:32:09,copied,国企党建政策,D:\DingTalkDownload\红头_关于开展全国国有企业党的建设工作会议精神贯彻落实情况“回头看”工作的通知(1).docx,E:\sl_obsidian\200督导考核岗\220行业知识\223行业政策方向\1.国企党建相关要求\红头_关于开展全国国有企业党的建设工作会议精神贯彻落实情况“回头看”工作的通知(1).docx
2026-07-22 10:32:09,copied,待归档,D:\DingTalkDownload\合同制员工个人信息填报操作步骤_20260720.docx,E:\sl_obsidian\200督导考核岗\999待归档\2026-07\合同制员工个人信息填报操作步骤_20260720.docx
2026-07-22 10:32:09,copied,党员发展,D:\DingTalkDownload\2023年8月7日党员入党材料手续交接清单_党群李竞.xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\219党员发展工作\2023年8月7日党员入党材料手续交接清单_党群李竞.xlsx
2026-07-22 10:32:09,copied,立足岗位做贡献,D:\DingTalkDownload\解放二季度党员先锋岗\范川先锋岗.xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\范川先锋岗.xlsx
2026-07-22 10:32:09,exists,立足岗位做贡献,D:\DingTalkDownload\解放二季度党员先锋岗(1)\范川先锋岗.xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\范川先锋岗.xlsx
2026-07-22 10:32:09,copied,待归档,D:\DingTalkDownload\解放二季度党员先锋岗\范川.jpg,E:\sl_obsidian\200督导考核岗\999待归档\2026-07\范川.jpg
2026-07-22 10:32:09,exists,待归档,D:\DingTalkDownload\解放二季度党员先锋岗(1)\范川.jpg,E:\sl_obsidian\200督导考核岗\999待归档\2026-07\范川.jpg
2026-07-22 10:32:09,copied,立足岗位做贡献,D:\DingTalkDownload\解放二季度党员先锋岗\李秀丽先锋岗.xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\李秀丽先锋岗.xlsx
2026-07-22 10:32:09,exists,立足岗位做贡献,D:\DingTalkDownload\解放二季度党员先锋岗(1)\李秀丽先锋岗.xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\李秀丽先锋岗.xlsx
2026-07-22 10:32:09,copied,待归档,D:\DingTalkDownload\解放二季度党员先锋岗(1)\李秀丽.jpg,E:\sl_obsidian\200督导考核岗\999待归档\2026-07\李秀丽.jpg
2026-07-22 10:32:09,exists,待归档,D:\DingTalkDownload\解放二季度党员先锋岗\李秀丽.jpg,E:\sl_obsidian\200督导考核岗\999待归档\2026-07\李秀丽.jpg
2026-07-22 10:32:09,copied,待归档,D:\DingTalkDownload\解放二季度党员先锋岗\打分表.jpg,E:\sl_obsidian\200督导考核岗\999待归档\2026-07\打分表.jpg
2026-07-22 10:32:09,exists,待归档,D:\DingTalkDownload\解放二季度党员先锋岗(1)\打分表.jpg,E:\sl_obsidian\200督导考核岗\999待归档\2026-07\打分表.jpg
2026-07-22 10:32:09,copied,立足岗位做贡献,D:\DingTalkDownload\解放二季度党员先锋岗(1)\张静静先锋岗.xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\张静静先锋岗.xlsx
2026-07-22 10:32:09,exists,立足岗位做贡献,D:\DingTalkDownload\解放二季度党员先锋岗\张静静先锋岗.xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\张静静先锋岗.xlsx
2026-07-22 10:32:09,copied,待归档,D:\DingTalkDownload\解放二季度党员先锋岗\张静静.jpg,E:\sl_obsidian\200督导考核岗\999待归档\2026-07\张静静.jpg
2026-07-22 10:32:09,exists,待归档,D:\DingTalkDownload\解放二季度党员先锋岗(1)\张静静.jpg,E:\sl_obsidian\200督导考核岗\999待归档\2026-07\张静静.jpg
2026-07-22 10:32:09,copied,立足岗位做贡献,D:\DingTalkDownload\解放二季度党员先锋岗\党员先锋岗打分表.xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\党员先锋岗打分表_2.xlsx
2026-07-22 10:32:09,copied,立足岗位做贡献,D:\DingTalkDownload\解放二季度党员先锋岗(1)\党员先锋岗打分表.xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\党员先锋岗打分表_3.xlsx
2026-07-22 10:32:09,copied,立足岗位做贡献,D:\DingTalkDownload\党员先锋岗打分表 - 二季度.xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\党员先锋岗打分表 - 二季度.xlsx
2026-07-22 10:32:09,copied,立足岗位做贡献,D:\DingTalkDownload\2026年二季度党员先锋岗打分表人力资源部20260720.xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\2026年二季度党员先锋岗打分表人力资源部20260720.xlsx
2026-07-22 10:32:09,copied,综合协调,D:\DingTalkDownload\附件4：合规风险识别清单（焦作）.xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\220综合协调与日常管理\附件4：合规风险识别清单（焦作）.xlsx
2026-07-22 10:32:09,copied,待归档,D:\DingTalkDownload\签字盖章版\范东东.jpg,E:\sl_obsidian\200督导考核岗\999待归档\2026-07\范东东.jpg
2026-07-22 10:32:09,copied,待归档,D:\DingTalkDownload\签字盖章版\王小海.jpg,E:\sl_obsidian\200督导考核岗\999待归档\2026-07\王小海.jpg
2026-07-22 10:32:09,copied,待归档,D:\DingTalkDownload\签字盖章版\打分表.jpg,E:\sl_obsidian\200督导考核岗\999待归档\2026-07\打分表_2.jpg
2026-07-22 10:32:09,copied,待归档,D:\DingTalkDownload\签字盖章版\庞二军.jpg,E:\sl_obsidian\200督导考核岗\999待归档\2026-07\庞二军.jpg
2026-07-22 10:32:09,copied,立足岗位做贡献,D:\DingTalkDownload\修武立足岗位做贡献电子版\附件2：党员先锋岗申报表（范东东）.xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\附件2：党员先锋岗申报表（范东东）.xlsx
2026-07-22 10:32:09,copied,立足岗位做贡献,D:\DingTalkDownload\修武立足岗位做贡献电子版\附件2：党员先锋岗申报表（王小海）.xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\附件2：党员先锋岗申报表（王小海）.xlsx
2026-07-22 10:32:09,copied,立足岗位做贡献,D:\DingTalkDownload\修武立足岗位做贡献电子版\附件2：党员先锋岗申报表（庞二军）.xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\附件2：党员先锋岗申报表（庞二军）.xlsx
2026-07-22 10:32:09,copied,立足岗位做贡献,D:\DingTalkDownload\修武立足岗位做贡献电子版\2026第二季度党员先锋岗打分表.xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\2026第二季度党员先锋岗打分表.xlsx
2026-07-22 10:32:09,copied,国企党建政策,D:\DingTalkDownload\全国国有企业党的建设工作会议精神.docx,E:\sl_obsidian\200督导考核岗\220行业知识\223行业政策方向\1.国企党建相关要求\全国国有企业党的建设工作会议精神.docx
2026-07-22 10:32:09,copied,党员发展-发展对象,D:\DingTalkDownload\2026年市直机关党员发展对象培训班报名表(1)(1).xls,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\219党员发展工作\2.发展对象确定\2026年市直机关党员发展对象培训班报名表(1)(1).xls
2026-07-22 10:32:09,copied,国企党建政策,D:\DingTalkDownload\国有企业党的建设工作会议精神贯彻落实情况“回头看”(1)\贯彻落实全国国有企业党的建设工作会精神五周年“回头看”情况报告参考模板.docx,E:\sl_obsidian\200督导考核岗\220行业知识\223行业政策方向\1.国企党建相关要求\贯彻落实全国国有企业党的建设工作会精神五周年“回头看”情况报告参考模板.docx
2026-07-22 10:32:09,copied,国企党建政策,D:\DingTalkDownload\国有企业党的建设工作会议精神贯彻落实情况“回头看”(1)\焦作市分公司党支部贯彻落实全国国有企业党的建设工作会精神“回头看”工作（落实台账）.xlsx,E:\sl_obsidian\200督导考核岗\220行业知识\223行业政策方向\1.国企党建相关要求\焦作市分公司党支部贯彻落实全国国有企业党的建设工作会精神“回头看”工作（落实台账）.xlsx
2026-07-22 10:32:09,copied,国企党建政策,D:\DingTalkDownload\国有企业党的建设工作会议精神贯彻落实情况“回头看”(1)\焦作市分公司党委贯彻落实全国国有企业党的建设工作会精神“回头看”工作（落实台账）.xlsx,E:\sl_obsidian\200督导考核岗\220行业知识\223行业政策方向\1.国企党建相关要求\焦作市分公司党委贯彻落实全国国有企业党的建设工作会精神“回头看”工作（落实台账）.xlsx
2026-07-22 10:32:09,copied,国企党建政策,D:\DingTalkDownload\国有企业党的建设工作会议精神贯彻落实情况“回头看”(1)\关于开展全国国有企业党的建设工作会议精神贯彻落实情况“回头看”工作的通知.docx,E:\sl_obsidian\200督导考核岗\220行业知识\223行业政策方向\1.国企党建相关要求\关于开展全国国有企业党的建设工作会议精神贯彻落实情况“回头看”工作的通知.docx
2026-07-22 10:32:09,copied,国企党建政策,D:\DingTalkDownload\国有企业党的建设工作会议精神贯彻落实情况“回头看”(1)\关于开展全国国有企业党的建设工作会议精神贯彻落实情况“回头看”工作的汇报.pptx,E:\sl_obsidian\200督导考核岗\220行业知识\223行业政策方向\1.国企党建相关要求\关于开展全国国有企业党的建设工作会议精神贯彻落实情况“回头看”工作的汇报.pptx
2026-07-22 10:32:09,copied,立足岗位做贡献,D:\DingTalkDownload\网运中心党支部二季度党员先锋岗报送\附件2：党员先锋岗申报表-邱莹莹二季度.xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\附件2：党员先锋岗申报表-邱莹莹二季度.xlsx
2026-07-22 10:32:09,copied,立足岗位做贡献,D:\DingTalkDownload\网运中心党支部二季度党员先锋岗报送\附件2：党员先锋岗申报表-明伟二季度.xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\附件2：党员先锋岗申报表-明伟二季度.xlsx
2026-07-22 10:32:09,copied,待归档,D:\DingTalkDownload\网运中心党支部二季度党员先锋岗报送\邱莹莹申报表.png,E:\sl_obsidian\200督导考核岗\999待归档\2026-07\邱莹莹申报表.png
2026-07-22 10:32:09,copied,待归档,D:\DingTalkDownload\网运中心党支部二季度党员先锋岗报送\明伟申报表.png,E:\sl_obsidian\200督导考核岗\999待归档\2026-07\明伟申报表.png
2026-07-22 10:32:09,copied,立足岗位做贡献,D:\DingTalkDownload\网运中心党支部二季度党员先锋岗报送\党员先锋岗打分表-网运中心党支部二季度.xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\党员先锋岗打分表-网运中心党支部二季度.xlsx
2026-07-22 10:32:09,copied,立足岗位做贡献,D:\DingTalkDownload\网运中心党支部二季度党员先锋岗报送\二季度党员先锋岗打分表.png,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\215立足岗位做贡献、党建本地化融合品牌与五星支部建设\6.立足岗位做贡献 服务发展当先锋\过程附件\二季度党员先锋岗打分表.png
2026-07-22 10:32:09,copied,主题教育和集中教育,D:\DingTalkDownload\学习教育查摆问题整改整治台账（数字化与稽核中心) - 改.xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\212主题教育和党内集中教育落实\学习教育查摆问题整改整治台账（数字化与稽核中心) - 改.xlsx
2026-07-22 10:32:09,copied,主题教育和集中教育,D:\DingTalkDownload\学习教育查摆问题整改整治台账（数字化与稽核中心) - 改(1).xlsx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\212主题教育和党内集中教育落实\学习教育查摆问题整改整治台账（数字化与稽核中心) - 改(1).xlsx
2026-07-22 10:32:09,copied,待归档,D:\DingTalkDownload\2026年-党委会”第一议题“贯彻落实台账（0629）.xlsx,E:\sl_obsidian\200督导考核岗\999待归档\2026-07\2026年-党委会”第一议题“贯彻落实台账（0629）.xlsx
2026-07-22 10:32:09,copied,待归档,D:\DingTalkDownload\2026年二季度党风廉政建设和反腐败工作协调小组会议汇报材料（党建工作部） .docx,E:\sl_obsidian\200督导考核岗\999待归档\2026-07\2026年二季度党风廉政建设和反腐败工作协调小组会议汇报材料（党建工作部） .docx
2026-07-22 10:32:09,copied,待归档,D:\DingTalkDownload\党建重点工作.docx,E:\sl_obsidian\200督导考核岗\999待归档\2026-07\党建重点工作.docx
2026-07-22 10:32:09,copied,待归档,D:\DingTalkDownload\七一活动工作提示.doc,E:\sl_obsidian\200督导考核岗\999待归档\2026-07\七一活动工作提示.doc
2026-07-22 10:32:09,copied,待归档,D:\DingTalkDownload\党员教育规划中期评估通知.doc,E:\sl_obsidian\200督导考核岗\999待归档\2026-07\党员教育规划中期评估通知.doc
2026-07-22 10:32:09,copied,待归档,D:\DingTalkDownload\中国联通焦作市分公司二季度意识形态工作情况.docx,E:\sl_obsidian\200督导考核岗\999待归档\2026-07\中国联通焦作市分公司二季度意识形态工作情况.docx
2026-07-22 10:32:09,copied,书记述职评议,D:\DingTalkDownload\2025年度抓基层党建工作述职报告-焦作联通付刚20260116-定稿.docx,E:\sl_obsidian\200督导考核岗\210本岗位特定技能\213党组织书记抓基层党建述职评议考核\2025年度抓基层党建工作述职报告-焦作联通付刚20260116-定稿.docx
